id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,10000,10000,10000, 36 months,23.4,389.19,E,E1,RN,2 years,MORTGAGE,90000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,631xx,MO,15.2,0,Sep-03,2,,,6,0,6680,66.8,21,f,9607.83,9607.83,758.88,758.88,392.17,366.71,0,0,0,Feb-19,389.19,Mar-19,Feb-19,0,,1,Individual,,,,0,831,237578,2,2,3,4,2,43984,99,0,0,4782,93,10000,1,3,6,6,39596,820,89.1,0,0,138,183,25,2,2,135,,3,,0,2,2,2,3,12,3,7,2,6,0,0,0,5,100,100,0,0,244056,50664,7500,44552,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8400,8400,8400, 36 months,6.46,257.3,A,A1,Assistant Foreman,10+ years,MORTGAGE,130000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,258xx,WV,25.86,0,Nov-06,0,,,15,0,13929,24.7,37,w,7974.7,7974.7,510.08,510.08,425.3,84.78,0,0,0,Feb-19,257.3,Mar-19,Feb-19,0,,1,Joint App,260000,16.08,Not Verified,0,0,110520,0,6,2,3,8,75244,72,1,3,2371,50,56400,2,1,2,7,7368,30734,19.5,0,0,144,145,7,7,1,14,,8,,0,4,7,5,7,19,8,17,7,15,0,0,0,4,100,0,0,0,224889,89173,38200,146239,28675,May-06,0,1,17,21.3,7,19,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 60 months,10.33,642.3,B,B1,Account Manager,1 year,MORTGAGE,75000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,276xx,NC,7.89,0,Jun-11,0,,,12,0,4726,8.2,16,w,29229.48,29229.48,1258.78,1258.78,770.52,488.26,0,0,0,Feb-19,642.3,Mar-19,Feb-19,0,,1,Individual,,,,0,0,33155,0,1,1,1,7,28429,98,3,5,2086,38,57700,1,0,2,7,2763,52974,8.2,0,0,90,57,7,7,0,7,,7,,0,8,8,10,10,4,10,10,8,12,0,0,0,5,100,0,0,0,86651,33155,57700,28951,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,1600,1600,1575, 36 months,8.81,50.74,A,A5,Deli Manager,7 years,RENT,35000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,673xx,KS,4.7,0,Feb-11,1,,,6,0,2682,59.6,11,f,1521.73,1497.95,100.31,98.74,78.27,22.04,0,0,0,Feb-19,50.74,Mar-19,Feb-19,0,,1,Individual,,,,0,0,5532,1,4,0,0,51,2850,47,1,1,2178,52,4500,0,0,1,1,922,1818,59.6,0,0,94,55,1,1,0,1,,1,,0,2,2,2,2,6,2,5,2,6,0,0,0,1,100,50,0,0,10554,5532,4500,6054,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,13000,13000,13000, 60 months,22.35,361.64,D,D5,Assistant manager ,2 years,RENT,32000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,229xx,VA,19.5,0,Aug-13,0,,,7,0,3160,32.2,12,w,12758.74,12758.74,699.07,699.07,241.26,457.81,0,0,0,Feb-19,361.64,Mar-19,Feb-19,0,,1,Individual,,,,0,0,13731,0,2,2,2,7,10571,89,0,1,904,63,9800,1,0,2,3,1962,3254,29.3,0,0,62,64,19,7,0,19,,6,,0,2,5,2,4,4,5,8,5,7,0,0,0,2,91.7,0,0,0,21695,13731,4600,11895,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,11.8,553.59,B,B4,Relationship Banker,1 year,OWN,50000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,133xx,NY,25.71,0,Nov-01,0,,,16,0,12974,28.6,27,w,24381.46,24381.46,1082.6,1082.6,618.54,464.06,0,0,0,Feb-19,553.59,Mar-19,Feb-19,0,,1,Individual,,,,0,0,66576,1,2,0,2,17,32917,77,2,3,5055,52,45300,1,6,0,5,4161,18244,40,0,0,127,148,5,5,4,11,,22,,0,3,5,7,11,5,13,18,5,16,0,0,0,2,100,14.3,0,0,132987,45891,30400,42687,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,24.37,347.8,E,E2,Steam Ops/Electrical Supervisor,2 years,MORTGAGE,150000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,065xx,CT,11.58,0,Jan-15,0,,,10,0,11250,37.1,14,w,11789.69,11789.69,671.23,671.23,210.31,460.92,0,0,0,Feb-19,347.8,Mar-19,Feb-19,1,,1,Individual,,,,0,3199,301083,1,2,1,2,5,50000,54,3,3,4597,44,30300,6,0,9,7,30108,15550,42,0,0,33,47,9,5,2,9,,0,,0,3,3,6,6,5,7,7,3,10,0,0,0,4,100,50,0,0,337502,61250,26800,61348,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2000,2000,1975, 36 months,16.91,71.22,C,C5,teacher,10+ years,MORTGAGE,64600,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,163xx,PA,24.82,6,Apr-01,1,11,,7,0,8186,83.5,37,f,1913.32,1889.4,139.62,137.87,86.68,52.94,0,0,0,Feb-19,71.22,Mar-19,Feb-19,0,12,1,Individual,,,,0,0,29094,0,3,0,1,24,20908,33,0,0,1180,40,9800,0,21,3,1,4156,120,90.8,0,0,182,212,28,24,1,28,13,1,12,0,1,4,1,3,25,4,11,4,7,0,0,2,0,81.1,100,0,0,72896,29094,1300,63096,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000, 60 months,10.72,518.48,B,B2,IT Project Manager,10+ years,RENT,83000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,191xx,PA,17.51,0,Aug-04,0,,,7,0,23720,91.6,10,w,23389.12,23389.12,1015.52,1015.52,610.88,404.64,0,0,0,Feb-19,518.48,Mar-19,Feb-19,0,,1,Individual,,,,0,0,172418,0,3,0,0,28,22726,52,0,0,18625,67,25900,0,0,0,0,24631,2180,91.6,0,0,47,96,48,28,2,48,,,,0,3,3,3,5,3,3,5,3,7,0,0,0,0,100,66.7,0,0,211571,46446,25900,43671,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,13000,13000,13000, 36 months,8.81,412.25,A,A5,Underground Miner,5 years,MORTGAGE,120000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,894xx,NV,7.3,0,Aug-05,0,,,6,0,1823,22,10,w,12364.06,12364.06,814.96,814.96,635.94,179.02,0,0,0,Feb-19,412.25,Mar-19,Feb-19,0,,1,Individual,,,,0,1274,262704,1,3,2,4,5,29398,83,1,1,1565,72,8300,2,0,4,5,43784,6477,22,0,0,160,62,7,5,1,7,,5,,0,2,2,2,2,7,2,2,2,6,0,0,0,3,100,0,0,0,299470,31221,8300,35389,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,8.81,475.68,A,A5,Fork lifter,4 years,OWN,25000,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,471xx,IN,1.2,0,May-10,0,,,2,0,1108,31.7,4,f,14266.21,14266.21,940.35,940.35,733.79,206.56,0,0,0,Feb-19,475.68,Mar-19,Feb-19,0,,1,Individual,,,,0,0,1108,0,0,0,0,103,0,,0,2,1108,32,3500,0,0,2,2,554,392,73.9,0,0,103,66,14,14,0,14,,12,,0,1,1,1,1,1,2,3,1,2,0,0,0,0,100,0,0,0,3500,1108,1500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 60 months,11.8,398.59,B,B4,Manager,10+ years,RENT,68000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,953xx,CA,13.87,0,Jun-05,0,,,10,0,19327,51.1,25,w,17778.41,17778.41,451.69,451.69,221.59,230.1,0,0,0,Feb-19,469.39,Mar-19,Feb-19,0,,1,Individual,,,,0,0,38113,1,1,2,2,3,18786,97,0,1,6243,67,37800,0,0,0,3,3811,13773,58.4,0,0,162,79,15,3,0,15,,,,0,5,5,6,6,16,9,9,5,10,0,0,0,2,100,33.3,0,0,57208,38113,33100,19408,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,23000,23000,23000, 60 months,15.02,547.41,C,C3,Production Manager,10+ years,RENT,78000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,928xx,CA,16.54,2,Feb-91,0,22,96,12,1,8491,30.5,20,w,22740.46,22740.46,614.59,614.59,259.54,355.05,0,0,0,Feb-19,643.38,Mar-19,Feb-19,0,22,1,Individual,,,,0,0,23851,0,3,0,1,15,15360,48,1,1,4611,40,27800,1,0,1,2,2168,11066,38.5,0,0,69,332,9,9,0,9,22,9,22,1,3,6,5,8,6,8,13,6,12,0,0,1,1,90,20,1,0,59852,23851,18000,32052,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,19.92,445.48,D,D3,,< 1 year,RENT,42000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,936xx,CA,27.49,1,Mar-01,0,21,,13,0,9898,42.1,18,w,11503.35,11503.35,871.04,871.04,496.65,374.39,0,0,0,Feb-19,445.48,Mar-19,Feb-19,0,,1,Individual,,,,0,0,16144,0,2,0,0,35,6246,38,4,6,4119,41,23500,0,0,0,6,1242,7431,56,0,0,139,213,7,7,1,7,,18,46,0,4,5,6,6,5,11,12,5,13,0,0,0,4,88.9,50,0,0,39824,16144,16900,16324,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,13.56,345.62,C,C1,,< 1 year,OWN,126000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,331xx,FL,15.64,0,Dec-06,0,,,19,0,40235,43.7,34,w,14645.77,14645.77,674.29,674.29,354.23,320.06,0,0,0,Feb-19,345.62,Mar-19,Feb-19,0,,1,Individual,,,,0,0,43959,0,1,0,1,17,3724,62,0,0,10807,45,89400,1,3,1,1,2314,16301,61.6,0,0,85,144,31,17,0,31,,1,,0,7,14,8,13,7,18,27,14,19,0,0,0,0,100,37.5,0,0,95400,43959,42500,6000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 60 months,18.94,777.23,D,D2,Pharmacy Technician Coordinator,10+ years,MORTGAGE,50000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,326xx,FL,19.52,0,Jul-02,0,78,,8,0,12655,57,19,w,29387.75,29387.75,1507.11,1507.11,612.25,894.86,0,0,0,Feb-19,777.23,Mar-19,Feb-19,0,78,1,Individual,,,,0,0,138278,0,2,1,2,9,14743,79,0,1,3363,67,22200,0,0,0,3,17285,3319,63.9,0,0,148,197,21,9,2,21,,,,3,2,4,2,5,7,5,10,4,8,0,0,0,1,84.2,50,0,0,172892,27398,9200,18692,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,8.19,407.35,A,A4,Dept. Manager,10+ years,MORTGAGE,88000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,604xx,IL,7.39,0,Jun-99,1,,,15,0,26428,34.8,21,w,19456.45,19456.45,801.05,801.05,543.55,257.5,0,0,0,Feb-19,407.35,Mar-19,Feb-19,0,,1,Individual,,,,0,0,163262,2,0,0,0,37,0,,2,2,10771,35,75900,0,0,3,3,11662,41999,38.4,0,0,123,234,3,3,1,3,,3,,0,7,8,9,9,3,13,16,8,15,0,0,0,3,100,0,0,0,214556,26428,68200,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,14425,14425,14425, 36 months,11.31,474.38,B,B3,Senior Analyst,7 years,RENT,125000,Source Verified,Dec-18,Current,n,,,other,Other,339xx,FL,15.57,0,Feb-01,0,,67,21,1,14268,71.3,25,w,13744.96,13744.96,876.25,876.25,680.04,196.21,0,0,0,Feb-19,474.38,Mar-19,Feb-19,0,,1,Individual,,,,0,0,116137,2,17,2,4,3,101869,106,1,2,9131,96,20000,2,0,1,6,5530,3160,77.4,0,0,214,56,2,2,0,2,,12,,0,3,4,3,3,21,4,4,4,21,0,0,0,3,100,66.7,1,0,150919,116137,14000,130919,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,36425,36425,36425, 60 months,11.8,806.58,B,B4,Insurance rep,10+ years,MORTGAGE,53000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,553xx,MN,23.89,0,Apr-93,0,100,,14,0,2070,7.9,25,w,35523.79,35523.79,1577.34,1577.34,901.21,676.13,0,0,0,Feb-19,806.58,Mar-19,Feb-19,0,100,1,Individual,,,,0,2207,154122,1,3,1,1,12,28862,68,1,1,1593,45,26300,1,0,1,2,11009,11898,11.9,0,0,161,308,5,5,1,5,100,12,100,2,2,7,2,4,5,10,19,7,14,0,0,0,2,92,0,0,0,197077,30932,13500,42243,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,13.56,169.83,C,C1,CNA,2 years,RENT,35140,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,112xx,NY,7.89,0,Feb-14,1,,,11,0,2196,17.6,14,w,4772.06,4772.06,334.01,334.01,227.94,106.07,0,0,0,Feb-19,169.83,Mar-19,Feb-19,0,,1,Individual,,,,0,196,16929,2,2,0,3,14,14733,99,2,7,2018,62,12500,2,1,1,10,1539,7304,23.1,0,0,58,38,2,2,0,2,,6,,0,3,3,6,6,5,9,9,3,11,0,0,0,2,100,0,0,0,27386,16929,9500,14886,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,8.81,190.27,A,A5,Dept of Parks,5 years,RENT,56500,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,142xx,NY,31.99,0,Mar-79,1,,68,17,1,12404,70.5,37,w,5706.49,5706.49,376.14,376.14,293.51,82.63,0,0,0,Feb-19,190.27,Mar-19,Feb-19,0,,1,Individual,,,,0,0,33550,1,3,1,3,11,21146,77,2,7,2193,75,17600,1,0,1,10,1974,758,90.5,0,0,147,477,5,5,0,5,,5,,0,8,12,8,15,10,14,27,12,17,0,0,0,3,100,87.5,1,0,45018,33550,8000,27418,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,12.98,673.69,B,B5,Speech Therapist,8 years,MORTGAGE,90000,Source Verified,Dec-18,Current,n,,,home_improvement,Home improvement,366xx,AL,15.8,0,Nov-06,2,,103,14,1,12041,30.6,20,w,19080.34,19080.34,1325.75,1325.75,919.66,406.09,0,0,0,Feb-19,673.69,Mar-19,Feb-19,0,,1,Individual,,,,0,0,270289,2,5,3,4,4,79339,97,2,3,3994,75,39300,1,0,4,8,20791,10816,33.6,0,0,68,145,7,4,1,50,,4,,0,3,5,3,5,8,8,11,5,14,0,0,0,6,100,0,1,0,301848,91380,16300,81881,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12500,12500,12500, 60 months,11.8,276.8,B,B4,Conductor,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,140xx,NY,22.03,0,Jun-98,0,,,8,0,13348,80.9,17,w,12190.72,12190.72,541.31,541.31,309.28,232.03,0,0,0,Feb-19,276.8,Mar-19,Feb-19,0,,1,Individual,,,,0,0,139522,0,3,0,3,17,35119,64,0,0,8958,68,16500,1,0,0,3,17440,3264,75.8,0,0,130,239,61,17,2,185,,17,,0,2,4,2,4,7,4,8,4,8,0,0,0,0,100,50,0,0,175113,48467,13500,55313,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 60 months,11.8,398.59,B,B4,Software Developer,3 years,MORTGAGE,130000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,750xx,TX,19.9,0,Apr-04,0,,,10,0,5000,11.9,22,w,17554.64,17554.64,696.88,696.88,445.36,251.52,0,0,0,Feb-19,398.59,Mar-19,Feb-19,0,,1,Individual,,,,0,0,409054,0,2,0,2,14,63199,84,0,0,0,42,41900,1,1,0,2,40905,23000,0,0,0,160,165,35,14,1,35,,14,,0,0,1,3,5,9,6,11,1,10,0,0,0,0,100,0,0,0,510463,79874,23000,80000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,2975, 36 months,8.19,94.28,A,A4, Branch Manager ,< 1 year,RENT,79992,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,117xx,NY,1.49,0,Feb-11,0,75,,4,0,4064,43.2,6,f,2851.89,2828.12,186.51,184.96,148.11,38.4,0,0,0,Feb-19,94.28,Mar-19,Feb-19,0,75,1,Individual,,,,0,1318,4064,0,0,0,0,94,0,,2,3,1844,43,9400,0,0,1,3,1016,4536,47.3,0,0,94,68,12,12,0,12,,12,,1,3,3,3,3,2,4,4,3,4,0,0,0,2,100,0,0,0,9400,4064,8600,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,3000,3000,2975, 36 months,8.81,95.14,A,A5,press operator,10+ years,MORTGAGE,36000,Verified,Dec-18,Current,n,,,home_improvement,Home improvement,296xx,SC,21.7,0,Jan-98,0,75,,10,0,6041,32.7,12,f,2853.23,2829.46,188.08,186.51,146.77,41.31,0,0,0,Feb-19,95.14,Mar-19,Feb-19,0,,1,Individual,,,,0,0,35791,1,2,1,1,9,29750,83,2,3,373,38,18500,1,0,2,4,3579,3127,10.7,0,0,220,251,5,5,0,217,,9,,0,1,8,1,1,4,8,8,8,10,0,0,0,3,83.3,0,0,0,57640,35791,3500,39140,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 36 months,7.02,555.96,A,A2,Support Engineer,< 1 year,MORTGAGE,115000,Not Verified,Dec-18,Current,n,,,home_improvement,Home improvement,280xx,NC,16.18,0,May-00,0,62,,20,0,39557,20.8,32,w,17096.04,17096.04,1101.39,1101.39,903.96,197.43,0,0,0,Feb-19,555.96,Mar-19,Feb-19,0,,1,Joint App,120000,17.58,Not Verified,0,0,451265,0,3,1,1,11,24716,64,1,6,15087,29,256500,0,1,0,7,22563,208878,20.9,0,0,155,223,12,11,5,12,62,21,62,0,7,8,14,20,5,16,22,8,20,0,0,0,2,96.9,7.1,0,0,699118,64273,246400,38618,46001,Aug-89,1,2,24,18.1,1,32,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,10.72,326.07,B,B2,VP Merchant Services,5 years,MORTGAGE,140000,Not Verified,Dec-18,Current,n,,,other,Other,974xx,OR,13.63,0,Dec-07,0,29,,8,0,94368,76.6,24,w,9524.41,9524.41,643.21,643.21,475.59,167.62,0,0,0,Feb-19,326.07,Mar-19,Feb-19,0,,1,Individual,,,,0,0,515486,0,1,0,1,19,31172,94,0,1,24387,85,102600,2,5,1,2,64436,5974,82.2,0,0,129,120,16,16,3,64,29,1,29,0,2,4,4,5,13,6,8,4,8,0,0,0,0,95.8,25,0,0,550688,125540,33600,33088,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,17.97,144.55,D,D1,service advisor,5 years,MORTGAGE,60000,Source Verified,Dec-18,Fully Paid,n,,,house,Home buying,760xx,TX,19.1,0,Jun-07,1,38,,11,0,382,7.3,18,w,0,0,4049.916667,4049.92,4000,49.92,0,0,0,Feb-19,55.91,,Jan-19,0,38,1,Individual,,,,0,0,106556,2,3,3,4,1,45868,77,1,6,378,72,5200,3,0,3,10,9687,3818,9.1,0,0,57,31,12,1,2,15,,2,,1,2,2,5,5,9,7,7,2,11,0,0,0,4,88.2,0,0,0,127200,46250,4200,59474,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,15.02,476.01,C,C3,Teacher,4 years,MORTGAGE,65000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,070xx,NJ,30.47,0,Dec-01,1,64,,21,0,18378,31.4,34,w,19545.82,19545.82,926.99,926.99,454.18,472.81,0,0,0,Feb-19,476.01,Mar-19,Feb-19,0,64,1,Individual,,,,0,0,152179,1,6,2,3,9,133801,114,2,6,3316,81,58600,2,0,4,9,7247,29655,33.7,0,0,204,126,4,4,0,4,,3,64,2,9,14,10,10,17,15,17,14,21,0,0,0,4,93.5,0,0,0,171705,152179,44700,113105,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,21600,21600,21600, 36 months,7.56,672.49,A,A3,RECRUITER SNCOIC ,10+ years,RENT,75000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,765xx,TX,11.36,0,Oct-07,0,73,,13,0,13374,33.4,34,w,19822.34,19822.34,1963.02,1963.02,1777.66,185.36,0,0,0,Feb-19,736.63,Mar-19,Feb-19,0,,1,Individual,,,,0,0,29826,0,5,0,2,14,16452,87,0,1,6722,51,40100,0,21,0,3,2711,3678,64.6,0,0,125,134,16,14,0,32,,,73,0,1,2,2,2,26,8,8,2,13,0,0,0,0,97.1,0,0,0,59100,29826,10400,19000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,8.81,158.56,A,A5,master deputy,10+ years,MORTGAGE,58000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,325xx,FL,11.86,0,Nov-04,2,,,10,0,3712,13.9,25,w,4755.4,4755.4,313.45,313.45,244.6,68.85,0,0,0,Feb-19,158.56,Mar-19,Feb-19,0,,1,Individual,,,,0,0,152583,4,1,1,2,3,25999,99,3,7,2731,56,26800,0,7,2,10,15258,17488,17.5,0,0,139,169,2,2,3,2,,2,,0,3,3,5,7,10,7,12,3,10,0,0,0,4,100,0,0,0,184073,29711,21200,26358,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,11.31,328.86,B,B3,Billing dept,10+ years,RENT,34000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,895xx,NV,16.9,0,Jun-04,1,,,14,0,13843,46,31,w,9528.57,9528.57,648.3,648.3,471.43,176.87,0,0,0,Feb-19,328.86,Mar-19,Feb-19,0,,1,Individual,,,,0,0,13843,1,0,0,0,174,0,,2,5,6420,46,30100,0,0,1,5,1065,7053,63.3,0,0,174,131,1,1,0,1,,1,,0,5,10,5,13,1,14,30,10,14,0,0,0,2,100,40,0,0,30100,13843,19200,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15600,15600,15600, 60 months,11.8,345.44,B,B4,Telecom Engineer,4 years,MORTGAGE,90000,Source Verified,Dec-18,Current,n,,,home_improvement,Home improvement,806xx,CO,15.67,0,Mar-05,1,,,10,0,10597,23.3,16,w,15214.03,15214.03,675.54,675.54,385.97,289.57,0,0,0,Feb-19,345.44,Mar-19,Feb-19,0,,1,Individual,,,,0,2124,373870,2,2,2,3,4,46627,87,4,4,3658,42,45500,2,4,4,9,37387,31403,25.2,0,0,164,58,8,2,2,8,,3,,0,5,5,5,5,8,6,6,5,10,0,0,0,7,100,0,0,0,427919,57224,42000,56348,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,19200,19200,19200, 60 months,18.94,497.43,D,D2,Courtroom clerk,10+ years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,925xx,CA,24.65,0,May-02,0,,,28,0,31157,48.4,56,w,18808.15,18808.15,964.56,964.56,391.85,572.71,0,0,0,Feb-19,497.43,Mar-19,Feb-19,0,,1,Individual,,,,0,0,333977,2,2,1,2,9,24079,83,4,4,6932,59,64400,0,0,2,6,11928,12919,68.6,0,0,159,199,6,6,4,6,,9,,0,8,13,14,26,4,25,48,13,28,0,0,0,5,100,35.7,0,0,408750,55236,41200,29000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9375,9375,9375, 36 months,13.56,318.42,C,C1,Assistant Manager,10+ years,MORTGAGE,48500,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,359xx,AL,36.72,0,Jun-95,0,56,,13,0,21101,65.3,27,w,8947.63,8947.63,626.25,626.25,427.37,198.88,0,0,0,Feb-19,318.42,Mar-19,Feb-19,0,,1,Individual,,,,0,0,243632,0,5,1,6,12,37102,79,0,0,19501,73,32300,3,6,2,7,24363,3499,85.8,0,0,43,282,31,12,6,31,56,2,56,0,2,2,5,9,8,7,13,2,13,0,0,0,2,96.3,100,0,0,267847,58203,24600,47005,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
